chr,target_id,ext_gene
chrV,B0399.1b,kcnl-1
chrV,B0399.3,B0399.3
chrV,B0399.t13,
chrV,B0399.t2,
chrV,B0399.t4,
chrV,B0399.t5,
chrV,B0399.1d,
chrV,B0399.t9,
chrV,B0399.1e,kcnl-1
chrV,B0399.t6,
chrV,Y43F8C.t9,
chrV,B0399.1c,
chrV,Y43F8C.20,grsp-1
chrV,Y43F8C.3,Y43F8C.3
chrV,Y43F8C.4,
chrV,Y43F8C.t3,
chrV,Y43F8C.6a,Y43F8C.6
chrV,Y43F8C.7.1,Y43F8C.7
chrV,Y43F8C.22,Y43F8C.22
chrV,Y43F8C.9,Y43F8C.9
chrV,Y43F8C.10b,dmd-3
chrV,Y43F8C.t4,
chrV,Y43F8C.t6,
chrV,Y43F8C.11,Y43F8C.11
chrV,Y43F8C.13,Y43F8C.13
chrV,Y43F8C.18,Y43F8C.18
chrV,Y43F8C.15,Y43F8C.15
chrV,Y43F8C.24,Y43F8C.24
chrV,Y43F8C.17,Y43F8C.17
chrV,Y116F11A.8,Y116F11A.8
chrV,Y116F11A.t1,Y116F11A.t1
chrV,Y116F11A.3,Y116F11A.3
chrV,Y116F11A.4,Y116F11A.4
chrV,W04E12.1,fbxa-131
chrV,W04E12.3,W04E12.3
chrV,W04E12.4,W04E12.4
chrV,W04E12.5b,W04E12.5
chrV,W04E12.12,W04E12.12
chrV,W04E12.8,clec-50
chrV,W04E12.9a,W04E12.9
chrV,M162.5,M162.5
chrV,M162.13,M162.13
chrV,M162.9,M162.9
chrV,M162.11,fbxa-194
chrV,M162.14,M162.14
chrV,M162.6,M162.6
chrV,M162.1,clec-259
chrV,Y116F11B.2,Y116F11B.2
chrV,Y116F11B.20,Y116F11B.20
chrV,Y116F11B.16,21ur-10786
chrV,Y116F11B.1,daf-28
chrV,Y116F11B.25,linc-51
chrV,Y116F11B.19,Y116F11B.19
chrV,Y116F11B.5,srw-38
chrV,Y116F11B.6,Y116F11B.6
chrV,Y116F11B.18b,Y116F11B.18
chrV,Y116F11B.9b,Y116F11B.9
chrV,Y116F11B.9a,
chrV,Y116F11B.10b,Y116F11B.10
chrV,Y116F11B.11,Y116F11B.11
chrV,Y116F11B.12a.2,gly-4
chrV,Y116F11B.12b.2,gly-4
chrV,Y116F11B.12c.1,gly-4
chrV,Y116F11B.13,Y116F11B.13
chrV,Y60A3A.13a,fars-2
chrV,Y60A3A.13b,fars-2
chrV,Y60A3A.29,Y60A3A.29
chrV,Y60A3A.19b,Y60A3A.19
chrV,Y60A3A.19c,Y60A3A.19
chrV,Y60A3A.18,
chrV,Y60A3A.14,
chrV,Y60A3A.10.2,
chrV,Y60A3A.9,
chrV,Y60A3A.7,
chrV,Y60A3A.5,
chrV,Y60A3A.4b,
chrV,Y60A3A.3,
chrV,Y60A3A.2,
chrV,Y60A3A.22b,
chrV,Y60A3A.1,
chrV,Y60A3A.32,
chrV,Y60A3A.21b,
chrV,Y60A3A.21d,
chrV,Y60A3A.33,Y60A3A.33
chrV,Y60A3A.35,Y60A3A.35
chrV,Y113G7A.5,
chrV,Y113G7A.16,
chrV,Y113G7A.2,
chrV,Y113G7A.8a,fre-1
chrV,Y113G7A.20,Y113G7A.20
chrV,Y113G7A.9b,dcs-1
chrV,Y113G7A.15a,Y113G7A.15
chrV,Y113G7A.4a,ncx-1
chrV,Y113G7A.21,Y113G7A.21
chrV,Y113G7A.t5,
chrV,Y113G7A.t4,
chrV,Y113G7A.18,Y113G7A.18
chrV,Y113G7A.t3,
chrV,Y113G7A.23,
chrV,Y113G7A.12,
chrV,F19B2.7,
chrV,F19B2.5.1,
chrV,F19B2.4,
chrV,F19B2.2,
chrV,F19B2.10,
chrV,Y113G7B.1a,fbxa-116
chrV,Y113G7B.3,fbxa-115
chrV,Y113G7B.29,
chrV,Y113G7B.2,srh-217
chrV,Y113G7B.4,ftr-1
chrV,Y113G7B.5b,fog-2
chrV,Y113G7B.6,fbxa-113
chrV,Y113G7B.9,srbc-34
chrV,Y113G7B.11,Y113G7B.11
chrV,Y113G7B.30,
chrV,Y113G7B.26,
chrV,Y113G7B.15,
chrV,Y113G7B.24b.1,
chrV,Y113G7B.24c,
chrV,Y113G7B.23b.2,
chrV,Y113G7B.23c,
chrV,Y113G7B.18b.2,
chrV,Y113G7B.18b.3,
chrV,Y113G7B.18b.1,
chrV,Y113G7B.17.2,
chrV,ZC15.11,
chrV,ZC15.7,
chrV,ZC15.5,
chrV,ZC15.3,
chrV,ZC15.10,
chrV,Y113G7C.2,
chrV,Y38H6A.1,
chrV,Y38H6A.5b,
chrV,Y38H6A.7,
chrV,Y38H6A.9,
chrV,Y38H6A.10,
chrV,Y38H6A.4,
chrV,K02E2.t1,
chrV,K02E2.16,
chrV,K02E2.9,
chrV,K02E2.8b,
chrV,K02E2.10,
chrV,K02E2.4,
chrV,K02E2.6.1,
chrV,K02E2.12,
chrV,K02E2.13,
chrV,K02E2.7b,
chrV,K02E2.7d,
chrV,F53H2.1b,
chrV,F53H2.2,
chrV,F53H2.3b,
chrV,F53H2.3d,
chrV,F48F5.7,
chrV,F48F5.6a.1,
chrV,F48F5.6a.2,
chrV,F48F5.6d,
chrV,F48F5.4b,
chrV,B0250.18a,
chrV,B0250.12,
chrV,B0250.8,
chrV,B0250.14,
chrV,B0250.7c,
chrV,B0250.2,
chrV,B0250.1,
chrV,B0250.9,
chrV,B0250.17,
chrV,B0250.6,
chrV,Y38H6C.1a.1,
chrV,Y38H6C.1b.1,
chrV,Y38H6C.1b.2,
chrV,Y38H6C.1b.4,
chrV,Y38H6C.1b.6,
chrV,Y38H6C.1b.8,
chrV,Y38H6C.3,
chrV,Y38H6C.4,
chrV,Y38H6C.7,
chrV,Y38H6C.10,
chrV,Y38H6C.9a,
chrV,Y38H6C.9c,
chrV,Y38H6C.11,
chrV,Y38H6C.24,
chrV,Y38H6C.14,
chrV,Y38H6C.16,
chrV,Y38H6C.18,
chrV,Y38H6C.26,
chrV,Y38H6C.19,
chrV,Y38H6C.23.2,
chrV,Y38H6C.22,
chrV,F26F2.2,
chrV,F26F2.3,
chrV,F26F2.4b,
chrV,F26F2.5,
chrV,F26F2.8,
chrV,F26F2.15,
chrV,F26F2.10a,
chrV,F26F2.11a,
chrV,F26F2.14,
chrV,F46B3.2,
chrV,F46B3.3a,
chrV,F46B3.3c,
chrV,F46B3.23,
chrV,F46B3.4b,
chrV,F46B3.19,
chrV,F46B3.20,
chrV,F46B3.22,
chrV,F46B3.11,
chrV,F46B3.14c,
chrV,F46B3.14b,
chrV,F46B3.15,
chrV,F46B3.16,
chrV,Y44A6B.3,
chrV,Y44A6B.2a,
chrV,Y44A6B.5,
chrV,W01F3.1b,
chrV,W01F3.3a,
chrV,W01F3.3d,
chrV,W01F3.3c,
chrV,W01F3.3g,
chrV,W01F3.4,
chrV,F53F8.2,
chrV,F53F8.1,
chrV,F53F8.4,
chrV,F53F8.t1,
chrV,F53F8.8,
chrV,Y44A6C.3,Y44A6C.3
chrV,Y44A6C.1,Y44A6C.1
chrV,W07A8.2b,ipla-3
chrV,W07A8.2d,ipla-3
chrV,W07A8.3a,dnj-25
chrV,W07A8.3c,dnj-25
chrV,W07A8.4,srxa-3
chrV,F38A6.6,F38A6.6
chrV,F38A6.1a,pha-4
chrV,F38A6.9,
chrV,F38A6.8,F38A6.8
chrV,F38A6.2b,elp-1
chrV,F38A6.4,F38A6.4
chrV,F38A6.3b,hif-1
chrV,F38A6.3e,hif-1
chrV,F38A6.3c,hif-1
chrV,Y44A6D.2,Y44A6D.2
chrV,Y44A6D.3b,Y44A6D.3
chrV,Y44A6D.4,sdf-9
chrV,Y44A6D.6,Y44A6D.6
chrV,Y44A6D.7b,Y44A6D.7
chrV,T03D8.8a,T03D8.8
chrV,T03D8.6a,T03D8.6
chrV,T03D8.5a,gcy-22
chrV,T03D8.5c,gcy-22
chrV,T03D8.4b,grl-14
chrV,T03D8.3,sbt-1
chrV,T03D8.1a,num-1
chrV,T03D8.1e,num-1
chrV,T03D8.2,mrps-12
chrV,F31D4.3,
chrV,F31D4.9,
chrV,F31D4.5b,
chrV,F31D4.7,
chrV,F31D4.10,
chrV,F25C8.3a,
chrV,F25C8.3d,
chrV,F25C8.3c,
chrV,F25C8.2a,
chrV,F25C8.4,
chrV,F25C8.5,
chrV,Y44A6E.1b,
chrV,cTel17.2,
chrX,F41D9.3a,wrk-1
chrX,F41D9.3e,wrk-1
chrX,H28G03.6,
chrX,T08A9.1,
chrX,C35C5.8a,
chrX,F40E10.4,slt-1
chrX,ZK662.4.2,
chrX,R04A9.7,R04A9.7
chrX,W05H7.4a,
chrX,W05H7.4e,
chrX,T26C11.3,T26C11.3
chrX,K02E10.2a,hid-1
chrX,F54G2.1a,
chrX,Y48D7A.2.2,
chrX,C04F6.1,vit-5
chrX,F56B6.4b,gyg-1
chrX,F35A5.8a,
chrX,F35A5.8b,
chrX,T06F4.1a,T06F4.1
chrX,F02E8.4,
chrX,F55D10.4,F55D10.4
chrX,ZC8.6,
chrX,F35C8.8,F35C8.8
chrX,T23F2.2b,T23F2.2
chrX,C54H2.4,
chrX,C34H3.2,
chrX,T14E8.1a,
chrX,T14E8.1b.2,
chrX,F38B6.6.1,F38B6.6
chrX,M03A8.2,atg-2
chrX,C16E9.4b,inx-1
chrX,C16E9.4d,inx-1
chrX,C16E9.4f,inx-1
chrX,K08A8.3,coh-1
chrX,C44E12.3b,twk-17
chrX,C44E12.3d,twk-17
chrX,C44E12.3e,twk-17
chrX,F45E1.7b,sdpn-1
chrX,F12D9.5,F12D9.5
chrX,ZK721.4.2,ZK721.4
chrX,D1009.2a,
chrX,B0416.1,
chrX,C43C3.3,dyf-7
chrX,F47A4.3c,rrc-1
chrX,W07E11.1a,W07E11.1
chrX,W07E11.2,
chrX,C14H10.3b.1,
chrX,M79.1a,
chrX,F58A3.4,F58A3.4
chrX,F38B2.1c.2,
chrX,F38B2.1d,
chrX,F08B12.3e,slo-2
chrX,F08B12.3g,slo-2
chrX,T18D3.9,
chrX,F16H9.1b,
chrX,F17H10.1.2,
chrX,K08H2.3,K08H2.3
chrX,F15A2.6b,
chrX,F55F3.2b,F55F3.2
chrX,C04C11.16,C04C11.16
chrX,E02H4.3a,
chrX,F23D12.2,
chrX,F14F4.3b,
chrX,R03A10.6.2,sprr-1
chrX,F53H4.6,
chrX,ZK1073.2,ZK1073.2
chrX,F01G12.5b.1,
chrX,F01G12.5b.2,
chrX,C33E10.10,
chrX,cTel7X.2,cTel7X.2
chrX,cTel7X.1,cTel7X.1
chrX,CE7X_3.2,CE7X_3.2
chrX,CE7X_3.3,CE7X_3.3
chrX,Y73B3A.21,Y73B3A.21
chrX,Y73B3A.30,Y73B3A.30
chrX,Y73B3A.18a,Y73B3A.18
chrX,Y73B3A.23,Y73B3A.23
chrX,Y73B3A.17,Y73B3A.17
chrX,Y73B3A.16,Y73B3A.16
chrX,Y73B3A.t1,
chrX,Y73B3A.28,
chrX,Y73B3A.26,
chrX,Y73B3A.29,
chrX,Y73B3A.5,
chrX,Y73B3A.22,
chrX,Y73B3A.7,Y73B3A.7
chrX,Y73B3A.8,Y73B3A.8
chrX,Y73B3A.9,Y73B3A.9
chrX,T08D2.9,T08D2.9
chrX,T08D2.2,T08D2.2
chrX,T08D2.4,T08D2.4
chrX,T08D2.6,T08D2.6
chrX,T08D2.10,T08D2.10
chrX,T08D2.8,T08D2.8
chrX,Y73B3B.1,Y73B3B.1
chrX,Y73B3B.2,set-28
chrX,AC8.5,AC8.5
chrX,AC8.13,mir-258.2
chrX,AC8.3,AC8.3
chrX,AC8.9,AC8.9
chrX,AC8.8,mir-258.1
chrX,AC8.10,AC8.10
chrX,AC8.1,AC8.1
chrX,Y108F1.3,set-33
chrX,Y108F1.5,Y108F1.5
chrX,Y47C4A.1,Y47C4A.1
chrX,Y47C4A.2,Y47C4A.2
chrX,Y47C4A.t2,
chrX,R57.1a,gcp-2.1
chrX,R57.1c,gcp-2.1
chrX,M02E1.2,M02E1.2
chrX,M02E1.1a,M02E1.1
chrX,M02E1.1b.2,M02E1.1
chrX,C04E7.3,C04E7.3
chrX,C04E7.t1,C04E7.t1
chrX,C04E7.1,C04E7.1
chrX,C04E7.6,21ur-13047
chrX,R04A9.3,R04A9.3
chrX,R04A9.8b,mir-800
chrX,R04A9.4,ife-2
chrX,R04A9.9a,R04A9.9
chrX,R04A9.9b.2,R04A9.9
chrX,R04A9.6,
chrX,ZK1193.2,
chrX,ZK1193.3,
chrX,ZK1193.4,
chrX,ZK1193.5c,
chrX,ZK1193.8,
chrX,ZK1193.6,
chrX,ZK1193.10,
chrX,F52D1.3,
chrX,F52D1.1.2,
chrX,F38G1.1.2,
chrX,F38G1.t1,
chrX,F38G1.4,
chrX,F38G1.2.2,
chrX,B0310.1b,
chrX,B0310.7,
chrX,B0310.2,
chrX,B0310.12,
chrX,B0310.8,
chrX,B0310.5,
chrX,F28C10.3,
chrX,F28C10.5,
chrX,F57C12.2,
chrX,F57C12.3,
chrX,F57C12.4,
chrX,F57C12.5b,
chrX,F57C12.5d,
chrX,F13C5.2,
chrX,F13C5.10,F13C5.10
chrX,F13C5.3b,
chrX,F13C5.1.2,
chrX,F13C5.8,
chrX,F13C5.6b,
chrX,M6.4,
chrX,M6.10,
chrX,M6.1b,
chrX,M6.1a,
chrX,T19D7.8,
chrX,T19D7.3,
chrX,T19D7.5,
chrX,T19D7.10,
chrX,T19D7.1,
chrX,Y9C12A.1,
chrX,F02G3.1b,
chrX,F02G3.4,F02G3.4
chrX,F02G3.3,
chrX,F02G3.5,
chrX,F02G3.7,
chrX,M02A10.2c,
chrX,M02A10.2d,
chrX,M02A10.3a,
chrX,M02A10.3c,
chrX,C02H7.6,
chrX,C02H7.4,
chrX,C02H7.3b,
chrX,T04G9.5,
chrX,T04G9.7,
chrX,T04G9.8,
chrX,T04G9.2,
chrX,T04G9.1,
chrX,F25E2.2a,
chrX,F25E2.3,
chrX,F25E2.4,
chrX,F25E2.5a,
chrX,F25E2.5d,
chrX,F25E2.5f,
chrX,F25E2.5g.2,
chrX,F25E2.5i,
chrX,F39H12.1,
chrX,F39H12.4,
chrX,F56F10.9,
chrX,F56F10.7,
chrX,F56F10.3,
chrX,F56F10.6,
chrX,F56F10.10,
chrX,F56F10.1.2,
chrX,ZC13.1a,
chrX,ZC13.2,
chrX,ZC13.12,
chrX,ZC13.10,
chrX,F35H12.6,
chrX,F35H12.5a,F35H12.5
chrX,F35H12.2a,tbc-11
chrX,F35H12.2c.2,tbc-11
chrX,F35H12.7,F35H12.7
chrX,F53H8.3,F53H8.3
chrX,F53H8.2,arr-1
chrX,C44C1.2,chil-10
chrX,C44C1.6,C44C1.6
chrX,C44C1.4b,vps-45
chrX,C44C1.5a.1,abhd-3.2
chrX,C44C1.5b.1,abhd-3.2
chrX,C44C1.1,C44C1.1
chrX,C09E10.2b,dgk-1
chrX,C09E10.2d,dgk-1
chrX,F55A4.10,cutl-21
chrX,F55A4.2,nlf-1
chrX,F55A4.12,F55A4.12
chrX,F55A4.4,F55A4.4
chrX,F55A4.1,sec-22
chrX,F55A4.8a,F55A4.8
chrX,F55A4.8c,F55A4.8
chrX,K03E6.3,ncs-3
chrX,K03E6.5b,unc-1
chrX,K03E6.1a,lim-6
chrX,K03E6.6,pfn-3
chrX,K03E6.8,K03E6.8
chrX,F49E7.3,F49E7.3
chrX,F49E7.4,F49E7.4
chrX,F49E7.5,F49E7.5
chrX,F49E7.1a,rme-6
chrX,C05D9.5,ife-4
chrX,C05D9.4,C05D9.4
chrX,C05D9.11,C05D9.11
chrX,C05D9.7,C05D9.7
chrX,C05D9.9a,C05D9.9
chrX,C05D9.2.1,lmp-2
chrX,C05D9.1.1,snx-1
chrX,R193.2,R193.2
chrX,R193.1,R193.1
chrX,R193.5,R193.5
chrX,T13G4.2,hot-8
chrX,T13G4.4.2,T13G4.4
chrX,T13G4.1,T13G4.1
chrX,T13G4.7,T13G4.7
chrX,C46H3.2a,C46H3.2
chrX,C46H3.2b.2,C46H3.2
chrX,C25G6.3,C25G6.3
chrX,C25G6.4,C25G6.4
chrX,C25G6.1,C25G6.1
chrX,C52B11.4,C52B11.4
chrX,C52B11.2,inso-1
chrX,C52B11.7,C52B11.7
chrX,H42K12.3.2,H42K12.3
chrX,H42K12.1b,pdk-1
chrX,F21E9.3,ttr-37
chrX,F21E9.6,F21E9.6
chrX,F56C3.4,F56C3.4
chrX,F56C3.6,dgn-2
chrX,F56C3.12,F56C3.12
chrX,F56C3.2,fbxa-190
chrX,F56C3.10,F56C3.10
chrX,F56C3.1,F56C3.1
chrX,F56C3.13b,mir-2221
chrX,H39E20.1,H39E20.1
chrX,ZK402.3,ZK402.3
chrX,ZK402.1,ZK402.1
chrX,F19G12.7,abu-2
chrX,F19G12.12,F19G12.12
chrX,F19G12.4,F19G12.4
chrX,F19G12.9,F19G12.9
chrX,F19G12.14,F19G12.14
chrX,F19G12.11,F19G12.11
chrX,F19G12.1,F19G12.1
chrX,W05H7.2,
chrX,W05H7.4c,zfp-3
chrX,W05H7.4d.1,zfp-3
chrX,D1005.3,cebp-1
chrX,D1005.7,21ur-13385
chrX,D1005.8,D1005.8
chrX,D1005.5a,D1005.5
chrX,D1005.t1,
chrX,D1005.4,
chrX,F09E10.3,
chrX,F09E10.5,
chrX,F09E10.6,
chrX,F09E10.7a,
chrX,F09E10.1,
chrX,F09E10.11b,
chrX,F09E10.10,
chrX,F09E10.16,
chrX,F09E10.8b,
chrX,K06A9.3,
chrX,K06A9.1a,
chrX,K06A9.1c,
chrX,H02F09.2,
chrX,B0344.4,
chrX,B0344.3,
chrX,B0344.5,
chrX,B0344.1,
chrX,H11E01.4,
chrX,H11E01.2,H11E01.2
chrX,ZK380.t1,ZK380.t1
chrX,ZK380.3,ZK380.3
chrX,ZK380.5,
chrX,ZK380.1,
chrX,R09H3.3.2,
chrX,C36C9.2,
chrX,C36C9.10,
chrX,C36C9.6,
chrX,C36C9.9,
chrX,C36C9.4,C36C9.4
chrX,C36C9.8,
chrX,F07G6.5,F07G6.5
chrX,F07G6.9,F07G6.9
chrX,F07G6.8,F07G6.8
chrX,F07G6.2,F07G6.2
chrX,F07G6.10,F07G6.10
chrX,Y75D11A.8,Y75D11A.8
chrX,Y75D11A.6,Y75D11A.6
chrX,Y75D11A.t2,Y75D11A.t2
chrX,W03H1.t1,
chrX,F31A9.4,
chrX,F31A9.3b,
chrX,F31A9.7,
chrX,C14E2.8,
chrX,C14E2.11,
chrX,C14E2.10,
chrX,C14E2.3,
chrX,C14E2.4,
chrX,C14E2.1,
chrX,C14E2.t1,
chrX,T26C11.2,
chrX,T26C11.4b,
chrX,T26C11.6,
chrX,T26C11.7,
chrX,T26C11.t1,
chrX,T26C11.1,
chrX,Y59E1B.6b,
chrX,Y59E1B.7a,
chrX,Y59E1B.2,
chrX,Y59E1B.8a,
chrX,Y59E1B.4,
chrX,Y59E1B.4b,
chrX,Y59E1B.15a,
chrX,Y59E1B.9,
chrX,Y59E1B.1,
chrX,Y59E1B.3b,
chrX,Y59E1B.13b,
chrX,Y59E1B.12b,
chrX,Y59E1B.11b,
chrX,Y59E1B.10b,
chrX,Y59E1B.t2,
chrX,Y59E1B.14,Y59E1B.14
chrX,B0294.1,B0294.1
chrX,ZC53.7,rgs-9
chrX,ZC53.2,ZC53.2
chrX,ZC53.14,ZC53.14
chrX,ZC53.15,ZC53.15
chrX,ZC53.16,ZC53.16
chrX,ZC53.12,ZC53.12
chrX,ZC53.8,ZC53.8
chrX,ZC53.20,ZC53.20
chrX,ZC53.17,ZC53.17
chrX,Y59E1A.1,fbxa-40
chrX,F52D2.1,fbxa-41
chrX,F52D2.10,fbxa-17
chrX,F52D2.9,
chrX,F52D2.6,
chrX,F52D2.13,
chrX,F52D2.8a,
chrX,F52D2.4.1,
chrX,Y40A1A.2,
chrX,Y40A1A.3,
chrX,Y40A1A.1,
chrX,Y102A11A.9c,
chrX,Y102A11A.9b,
chrX,Y102A11A.2a,
chrX,Y102A11A.5,
chrX,Y102A11A.12,
chrX,Y102A11A.10,
chrX,Y102A11A.15,
chrX,Y102A11A.16,
chrX,Y102A11A.13,
chrX,Y102A11A.11,
chrX,F49H12.6a.1,
chrX,F49H12.6b,
chrX,F49H12.5,
chrX,F49H12.10,
chrX,F49H12.2,
chrX,F49H12.8,
chrX,F49H12.1b.2,
chrX,T21D9.1,
chrX,T21D9.2,
chrX,T21D9.5,
chrX,T21D9.6,
chrX,F53B1.14,
chrX,F53B1.16,
chrX,F53B1.2,
chrX,F53B1.6,
chrX,F53B1.8a,
chrX,F53B1.15,
chrX,F53B1.10,F53B1.10
chrX,F53B1.9,F53B1.9
chrX,EGAP7.1,dpy-3
chrX,F48B9.10,F48B9.10
chrX,F48B9.12,F48B9.12
chrX,F48B9.4,nlp-37
chrX,F48B9.8,F48B9.8
chrX,T24C12.2,gap-1
chrX,T24C12.1,T24C12.1
chrX,T14F9.21,T14F9.21
chrX,T14F9.17,T14F9.17
chrX,T14F9.6,T14F9.6
chrX,T14F9.10,T14F9.10
chrX,T14F9.18,T14F9.18
chrX,T14F9.20,T14F9.20
chrX,T14F9.4a,peb-1
chrX,T14F9.14,
chrX,T14F9.7,T14F9.7
chrX,T14F9.13,T14F9.13
chrX,T14F9.5,lin-32
chrX,T14F9.2,T14F9.2
chrX,T14F9.1.2,vha-15
chrX,AH9.7,AH9.7
chrX,AH9.1,AH9.1
chrX,AH9.2,crn-4
chrX,AH9.5,mir-248
chrX,AH9.6,AH9.6
chrX,T10H10.3,sav-1
chrX,T10H10.6,T10H10.6
chrX,T10H10.2,T10H10.2
chrX,T10H10.1,hum-6
chrX,T01B6.3b,aakg-4
chrX,T01B6.9,T01B6.9
chrX,T01B6.12,mir-8196.1
chrX,T01B6.12b,mir-8196.1
chrX,T01B6.6,T01B6.6
chrX,T01B6.10,T01B6.10
chrX,T01B6.4,T01B6.4
chrX,T24D8.4,nlp-23
chrX,T24D8.17,T24D8.17
chrX,T24D8.12,T24D8.12
chrX,T24D8.1,lgc-40
chrX,T24D8.6,T24D8.6
chrX,T24D8.9,mir-73
chrX,T24D8.9b,mir-73
chrX,T24D8.16,T24D8.16
chrX,T24D8.7a,mir-74
chrX,T24D8.18,linc-150
chrX,T24D8.8a,mir-75
chrX,F47G3.3,F47G3.3
chrX,F47G3.2,asna-2
chrX,F47G3.1,F47G3.1
chrX,F47G3.7,F47G3.7
chrX,C43H6.6,C43H6.6
chrX,C43H6.4,C43H6.4
chrX,C43H6.1,trpp-12
chrX,C43H6.9,glr-7
chrX,C43H6.11,C43H6.11
chrX,T07D1.1a,gcy-31
chrX,T07D1.1c,gcy-31
chrX,T07D1.2.1,T07D1.2
chrX,T07D1.6,mir-81
chrX,T07D1.6b,mir-81
chrX,T07D1.7b,mir-82
chrX,T07D1.3,T07D1.3
chrX,T07D1.9,T07D1.9
chrX,T07D1.10,T07D1.10
chrX,R04B3.4,21ur-14729
chrX,R04B3.t1,
chrX,R04B3.1,R04B3.1
chrX,R04B3.3,R04B3.3
chrX,K02E10.5,K02E10.5
chrX,K02E10.4a,K02E10.4
chrX,K02E10.1,K02E10.1
chrX,K02E10.7,K02E10.7
chrX,K02E10.8b,syg-1
chrX,K02E10.12,K02E10.12
chrX,R11B5.4,R11B5.4
chrX,R11B5.7,R11B5.7
chrX,R11B5.6,R11B5.6
chrX,R11B5.9,R11B5.9
chrX,R11B5.8,R11B5.8
chrX,R11B5.12,R11B5.12
chrX,R11B5.11,R11B5.11
chrX,R11B5.t2,R11B5.t2
chrX,F52H2.3,F52H2.3
chrX,F52H2.10,F52H2.10
chrX,F52H2.9,F52H2.9
chrX,F52H2.2b,aat-3
chrX,F52H2.11,
chrX,F52H2.2a,
chrX,F52H2.5.2,F52H2.5
chrX,F52H2.15,F52H2.15
chrX,F52H2.1,F52H2.1
chrX,H01M10.3,ttr-42
chrX,H01M10.2,H01M10.2
chrX,T03G6.5,T03G6.5
chrX,T03G6.2b,nhr-40
chrX,T03G6.1,T03G6.1
chrX,T03G6.t1,T03G6.t1
chrX,F54G2.3,F54G2.3
chrX,F54G2.4,F54G2.4
chrX,C09B7.5,C09B7.5
chrX,C09B7.6,C09B7.6
chrX,C09B7.8,C09B7.8
chrX,C09B7.2.2,C09B7.2
chrX,C09B7.4,C09B7.4
chrX,C09B7.1b,ser-7
chrX,C09B7.9,C09B7.9
chrX,C09B7.12,C09B7.12
chrX,T14G11.5,T14G11.5
chrX,T14G11.6,T14G11.6
chrX,T02C5.1a,T02C5.1
chrX,T02C5.3b,igcm-3
chrX,T02C5.5b,unc-2
chrX,T02C5.5d.1,unc-2
chrX,T02C5.5e,unc-2
chrX,T02C5.5a,
chrX,Y76F7A.5,Y76F7A.5
chrX,Y76F7A.2,Y76F7A.2
chrX,Y76F7A.4,Y76F7A.4
chrX,F25H10.7,F25H10.7
chrX,F25H10.10,F25H10.10
chrX,F25H10.4,F25H10.4
chrX,F25H10.5,F25H10.5
chrX,F55F1.2,F55F1.2
chrX,F55F1.6,F55F1.6
chrX,F55F1.11,F55F1.11
chrX,F55F1.10,F55F1.10
chrX,F55F1.8,F55F1.8
chrX,C14A11.13,C14A11.13
chrX,C14A11.3c,
chrX,C14A11.11,C14A11.11
chrX,C14A11.5,C14A11.5
chrX,C14A11.6,C14A11.6
chrX,C14A11.8b,mir-264
chrX,C14A11.12,linc-56
chrX,Y71H10B.1a.1,Y71H10B.1
chrX,Y71H10B.1b.1,Y71H10B.1
chrX,Y71H10B.1a.3,Y71H10B.1
chrX,Y71H10B.1c.2,Y71H10B.1
chrX,F53B3.1,tra-4
chrX,F53B3.8,F53B3.8
chrX,F53B3.3,F53B3.3
chrX,F53B3.5,F53B3.5
chrX,F53B3.11,F53B3.11
chrX,F53B3.10,F53B3.10
chrX,B0410.2b,vang-1
chrX,F52B10.3a,F52B10.3
chrX,F52B10.3c,F52B10.3
chrX,B0410.4,B0410.4
chrX,F52B10.9,F52B10.9
chrX,F52B10.8,F52B10.8
chrX,F52B10.14,F52B10.14
chrX,F52B10.6,F52B10.6
chrX,F52B10.19,F52B10.19
chrX,F52B10.2,hst-3.2
chrX,F52B10.17,F52B10.17
chrX,F52B10.7,F52B10.7
chrX,F52B10.5,F52B10.5
chrX,F52B10.13,F52B10.13
chrX,Y71H10A.2.1,fard-1
chrX,Y71H10A.2.3,fard-1
chrX,Y71H10A.2.5,fard-1
chrX,Y71H10A.4,Y71H10A.4
chrX,Y71H10A.1b,pfk-1.1
chrX,Y41G9A.5a,Y41G9A.5
chrX,Y41G9A.15,Y41G9A.15
chrX,Y41G9A.14,Y41G9A.14
chrX,Y41G9A.4b,gbb-1
chrX,Y41G9A.4d,gbb-1
chrX,Y41G9A.7,mir-34
chrX,Y41G9A.7a,mir-34
chrX,Y41G9A.2,Y41G9A.2
chrX,Y41G9A.16,Y41G9A.16
chrX,Y41G9A.6,Y41G9A.6
chrX,Y41G9A.9b,mir-359
chrX,Y41G9A.11a,mir-785
chrX,Y48D7A.3,mir-249
chrX,Y48D7A.3a,mir-249
chrX,Y48D7A.2.1,flp-18
chrX,M02F4.8.2,
chrX,M02F4.1,
chrX,M02F4.9,
chrX,M02F4.2,
chrX,M02F4.t2,
chrX,M02F4.3,
chrX,C33D12.8,
chrX,C33D12.15,
chrX,C33D12.14,
chrX,C33D12.7,
chrX,C33D12.12,
chrX,C33D12.10,
chrX,C33D12.1,
chrX,F52E4.13,
chrX,F52E4.4,
chrX,F52E4.5,
chrX,F52E4.1a.2,
chrX,F52E4.6,
chrX,F52E4.7,
chrX,F52E4.8,
chrX,K10B3.6a.2,
chrX,K10B3.6a.1,
chrX,K10B3.6b,
chrX,K10B3.6c,gpcp-1
